ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
satisfaisant	satisf°z@	satisfaire	VER	VER,ADJ			par:pre;	s_a|t_i_s|f_°|z_@	s_a|t_i_s|f_ai|s_ant	1.22	0.12
satisfaisante	satisf°z@t	satisfaisant	ADJ	ADJ	f	s		s_a|t_i_s|f_°|z_@_t_#	s_a|t_i_s|f_ai|s_an_t_e	3.92	0.78
satisfaisantes	satisf°z@t	satisfaisant	ADJ	ADJ	f	p		s_a|t_i_s|f_°|z_@_t_#	s_a|t_i_s|f_ai|s_an_t_es	1.15	0.23
satisfaisants	satisf°z@	satisfaisant	ADJ	ADJ	m	p		s_a|t_i_s|f_°|z_@_#	s_a|t_i_s|f_ai|s_an_ts	0.47	0.29
satisfait	satisfE	satisfaire	VER	VER,ADJ	m	s	ind:pre:3s;par:pas;par:pas;	s_a|t_i_s|f_E	s_a|t_i_s|f_ait	13.45	7.89
satisfait	satisfE	satisfait	ADJ	VER,ADJ	m	s		s_a|t_i_s|f_E	s_a|t_i_s|f_ait	10.41	4.42
satisfaite	satisfEt	satisfaire	VER	VER,ADJ	f	s	par:pas;	s_a|t_i_s|f_E_t_#	s_a|t_i_s|f_ai_t_e	4.53	2.29
satisfaite	satisfEt	satisfait	ADJ	VER,ADJ	f	s		s_a|t_i_s|f_E_t_#	s_a|t_i_s|f_ai_t_e	3.58	1.33
satisfaites	satisfEt	satisfaire	VER	VER,ADJ	f	p	ind:pre:2p;par:pas;	s_a|t_i_s|f_E_t_#	s_a|t_i_s|f_ai_t_es	0.27	0.29
satisfaites	satisfEt	satisfait	ADJ	VER,ADJ	f	p		s_a|t_i_s|f_E_t_#	s_a|t_i_s|f_ai_t_es	0.41	0.16
satisfaits	satisfE	satisfaire	VER	VER,ADJ	m	p	par:pas;	s_a|t_i_s|f_E_#	s_a|t_i_s|f_ai_ts	1.96	2.3
satisfaits	satisfE	satisfait	ADJ	VER,ADJ	m	p		s_a|t_i_s|f_E_#	s_a|t_i_s|f_ai_ts	1.15	0.68
satisfasse	satisfas	satisfaire	VER	VER			sub:pre:3s;	s_a|t_i_s|f_a_s_#	s_a|t_i_s|f_a_ss_e	0.14	0.07
satisfassent	satisfas	satisfaire	VER	VER			sub:pre:3p;	s_a|t_i_s|f_a_s_#	s_a|t_i_s|f_a_ss_ent	0.07	0.01
satisfecit	satisfesit	satisfecit	NOM	NOM	m			s_a|t_i_s|f_e|s_i_t	s_a|t_i_s|f_e|c_i_t	0.34	0.02
satisfera	satisf°Ra	satisfaire	VER	VER			ind:fut:3s;	s_a|t_i_s|f_°|R_a	s_a|t_i_s|f_e|r_a	0.07	0.52
satisferai	satisf°Re	satisfaire	VER	VER			ind:fut:1s;	s_a|t_i_s|f_°|R_e	s_a|t_i_s|f_e|r_ai	0.0	0.15
satisferaient	satisf°RE	satisfaire	VER	VER			cnd:pre:3p;	s_a|t_i_s|f_°|R_E	s_a|t_i_s|f_e|r_aient	0.0	0.04
satisferais	satisf°RE	satisfaire	VER	VER			cnd:pre:1s;	s_a|t_i_s|f_°|R_E	s_a|t_i_s|f_e|r_ais	0.0	0.14
satisferait	satisf°RE	satisfaire	VER	VER			cnd:pre:3s;	s_a|t_i_s|f_°|R_E	s_a|t_i_s|f_e|r_ait	0.2	0.28
satisferiez	satisf°Rje	satisfaire	VER	VER			cnd:pre:2p;	s_a|t_i_s|f_°|R_j_e	s_a|t_i_s|f_e|r_i_ez	0.0	0.03
satisferons	satisf°R§	satisfaire	VER	VER			ind:fut:1p;	s_a|t_i_s|f_°|R_§	s_a|t_i_s|f_e|r_ons	0.0	0.23
satisferont	satisf°R§	satisfaire	VER	VER			ind:fut:3p;	s_a|t_i_s|f_°|R_§	s_a|t_i_s|f_e|r_ont	0.07	0.02
satisfirent	satisfiR	satisfaire	VER	VER			ind:pas:3p;	s_a|t_i_s|f_i_R_#	s_a|t_i_s|f_i_r_ent	0.14	0.0
satisfis	satisfi	satisfaire	VER	VER			ind:pas:1s;	s_a|t_i_s|f_i	s_a|t_i_s|f_is	0.07	0.0
satisfit	satisfi	satisfaire	VER	VER			ind:pas:3s;	s_a|t_i_s|f_i	s_a|t_i_s|f_it	0.47	0.01
satisfont	satisf§	satisfaire	VER	VER			ind:pre:3p;	s_a|t_i_s|f_§	s_a|t_i_s|f_ont	0.2	0.43
satiété	sasjete	satiété	NOM	NOM	f	s		s_a|s_j_e|t_e	s_a|t_i_é|t_é	1.42	0.43
satonne	satOn	satonner	VER	VER			ind:pre:3s;	s_a|t_O_n_#	s_a|t_o_nn_e	0.07	0.0
satonner	satone	satonner	VER	VER			inf;	s_a|t_o|n_e	s_a|t_o|nn_er	0.34	0.0
satonné	satone	satonner	VER	VER	m	s	par:pas;	s_a|t_o|n_e	s_a|t_o|nn_é	0.14	0.0
satrape	satRap	satrape	NOM	NOM	m	s		s_a|t_R_a_p_#	s_a|t_r_a_p_e	0.34	0.02
satrapes	satRap	satrape	NOM	NOM	m	p		s_a|t_R_a_p_#	s_a|t_r_a_p_es	0.54	0.0
satrapie	satRapi	satrapie	NOM	NOM	f	s		s_a|t_R_a|p_i_#	s_a|t_r_a|p_i_e	0.0	0.01
saturait	satyRE	saturer	VER	VER			ind:imp:3s;	s_a|t_y|R_E	s_a|t_u|r_ait	0.27	0.01
saturant	satyR@	saturer	VER	VER			par:pre;	s_a|t_y|R_@	s_a|t_u|r_ant	0.14	0.0
saturation	satyRasj§	saturation	NOM	NOM	f	s		s_a|t_y|R_a|s_j_§	s_a|t_u|r_a|t_i_on	1.08	1.08
sature	satyR	saturer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_a|t_y_R_#	s_a|t_u_r_e	0.07	0.47
saturent	satyR	saturer	VER	VER			ind:pre:3p;	s_a|t_y_R_#	s_a|t_u_r_ent	0.0	0.01
saturer	satyRe	saturer	VER	VER			inf;	s_a|t_y|R_e	s_a|t_u|r_er	0.27	0.29
saturnales	satyRnal	saturnales	NOM	NOM	f	p		s_a|t_y_R|n_a_l_#	s_a|t_u_r|n_a_l_es	0.34	0.14
saturnien	satyRnj5	saturnien	ADJ	ADJ	m	s		s_a|t_y_R|n_j_5	s_a|t_u_r|n_i_en	0.07	0.0
saturniennes	satyRnjEn	saturnienne	NOM	NOM	f	p		s_a|t_y_R|n_j_E_n_#	s_a|t_u_r|n_i_e_nn_es	0.07	0.0
saturniens	satyRnj5	saturnien	ADJ	ADJ	m	p		s_a|t_y_R|n_j_5_#	s_a|t_u_r|n_i_en_s	0.14	0.0
saturnisme	satyRnizm	saturnisme	NOM	NOM	m	s		s_a|t_y_R|n_i_z_m_#	s_a|t_u_r|n_i_s_m_e	0.07	0.0
saturons	satyR§	saturer	VER	VER			ind:pre:1p;	s_a|t_y|R_§	s_a|t_u|r_ons	0.0	0.01
saturé	satyRe	saturer	VER	VER,ADJ	m	s	par:pas;	s_a|t_y|R_e	s_a|t_u|r_é	1.82	0.5
saturé	satyRe	saturé	ADJ	VER,ADJ	m	s		s_a|t_y|R_e	s_a|t_u|r_é	0.27	0.03
saturée	satyRe	saturer	VER	VER,ADJ	f	s	par:pas;	s_a|t_y|R_e_#	s_a|t_u|r_é_e	1.42	0.06
saturée	satyRe	saturé	ADJ	VER,ADJ	f	s		s_a|t_y|R_e_#	s_a|t_u|r_é_e	0.14	0.05
saturées	satyRe	saturer	VER	VER,ADJ	f	p	par:pas;	s_a|t_y|R_e_#	s_a|t_u|r_é_es	0.14	0.3
saturées	satyRe	saturé	ADJ	VER,ADJ	f	p		s_a|t_y|R_e_#	s_a|t_u|r_é_es	0.0	0.12
saturés	satyRe	saturer	VER	VER,ADJ	m	p	par:pas;	s_a|t_y|R_e_#	s_a|t_u|r_é_s	0.2	0.16
saturés	satyRe	saturé	ADJ	VER,ADJ	m	p		s_a|t_y|R_e_#	s_a|t_u|r_é_s	0.07	0.01
satyre	satiR	satyre	NOM	NOM	m	s		s_a|t_i_R_#	s_a|t_y_r_e	3.85	0.42
satyres	satiR	satyre	NOM	NOM	m	p		s_a|t_i_R_#	s_a|t_y_r_es	1.69	0.57
satyrique	satiRik	satyrique	ADJ	ADJ		s		s_a|t_i|R_i_k_#	s_a|t_y|r_i_qu_e	0.0	0.01
sauce	sos	sauce	NOM	NOM,VER	f	s		s_o_s_#	s_au_c_e	11.76	18.33
sauce	sos	saucer	VER	NOM,VER			ind:pre:1s;ind:pre:3s;	s_o_s_#	s_au_c_e	1.49	0.61
saucent	sos	saucer	VER	VER			ind:pre:3p;	s_o_s_#	s_au_c_ent	0.07	0.0
saucer	sose	saucer	VER	VER			inf;	s_o|s_e	s_au|c_er	0.34	0.06
sauces	sos	sauce	NOM	NOM,VER	f	p		s_o_s_#	s_au_c_es	1.96	0.91
sauces	sos	saucer	VER	NOM,VER			ind:pre:2s;	s_o_s_#	s_au_c_es	0.0	0.01
saucier	sosje	saucier	NOM	NOM	m	s		s_o|s_j_e	s_au|c_i_er	0.0	0.14
sauciflard	sosiflaR	sauciflard	NOM	NOM	m	s		s_o|s_i|f_l_a_R_#	s_au|c_i|f_l_a_r_d	0.34	0.0
saucisse	sosis	saucisse	NOM	NOM	f	s		s_o|s_i_s_#	s_au|c_i_ss_e	3.18	7.37
saucisses	sosis	saucisse	NOM	NOM	f	p		s_o|s_i_s_#	s_au|c_i_ss_es	5.61	8.53
saucisson	sosis§	saucisson	NOM	NOM	m	s		s_o|s_i|s_§	s_au|c_i|ss_on	6.08	2.08
saucissonnage	sosisonaZ	saucissonnage	NOM	NOM	m	s		s_o|s_i|s_o|n_a_Z	s_au|c_i|ss_o|nn_a_ge	0.07	0.0
saucissonnages	sosisonaZ	saucissonnage	NOM	NOM	m	p		s_o|s_i|s_o|n_a_Z_#	s_au|c_i|ss_o|nn_a_g_es	0.07	0.0
saucissonnant	sosison@	saucissonner	VER	VER			par:pre;	s_o|s_i|s_o|n_@	s_au|c_i|ss_o|nn_ant	0.07	0.0
saucissonne	sosisOn	saucissonner	VER	VER			ind:pre:3s;	s_o|s_i|s_O_n_#	s_au|c_i|ss_o_nn_e	0.14	0.0
saucissonner	sosisone	saucissonner	VER	VER			inf;	s_o|s_i|s_o|n_e	s_au|c_i|ss_o|nn_er	0.2	0.01
saucissonné	sosisone	saucissonner	VER	VER	m	s	par:pas;	s_o|s_i|s_o|n_e	s_au|c_i|ss_o|nn_é	0.2	0.01
saucissonnée	sosisone	saucissonner	VER	VER	f	s	par:pas;	s_o|s_i|s_o|n_e_#	s_au|c_i|ss_o|nn_é_e	0.2	0.0
saucissonnés	sosisone	saucissonner	VER	VER	m	p	par:pas;	s_o|s_i|s_o|n_e_#	s_au|c_i|ss_o|nn_é_s	0.14	0.01
saucissons	sosis§	saucisson	NOM	NOM	m	p		s_o|s_i|s_§_#	s_au|c_i|ss_on_s	1.96	0.01
saucière	sosjER	saucière	NOM	NOM	f	s		s_o|s_j_E_R_#	s_au|c_i_è_r_e	0.34	0.24
saucières	sosjER	saucière	NOM	NOM	f	p		s_o|s_j_E_R_#	s_au|c_i_è_r_es	0.14	0.03
saucée	sose	saucée	NOM	ADJ,NOM	f	s		s_o|s_e_#	s_au|c_é_e	0.0	0.13
saucée	sose	saucé	ADJ	ADJ,NOM	f	s		s_o|s_e_#	s_au|c_é_e	0.07	0.0
sauf	sof	sauf	PRE	ADJ,PRE				s_o_f	s_au_f	83.99	108.54
sauf	sof	sauf	ADJ	ADJ,PRE	m	s		s_o_f	s_au_f	5.47	8.24
saufs	sof	sauf	ADJ	ADJ	m	p		s_o_f_#	s_au_f_s	0.74	2.38
sauge	soZ	sauge	NOM	NOM	f	s		s_o_Z	s_au_ge	0.74	0.81
saugrenu	sogR°ny	saugrenu	ADJ	ADJ	m	s		s_o|g_R_°|n_y	s_au|g_r_e|n_u	2.09	0.2
saugrenue	sogR°ny	saugrenu	ADJ	ADJ	f	s		s_o|g_R_°|n_y_#	s_au|g_r_e|n_u_e	2.84	0.32
saugrenues	sogR°ny	saugrenu	ADJ	ADJ	f	p		s_o|g_R_°|n_y_#	s_au|g_r_e|n_u_es	1.42	0.09
saugrenus	sogR°ny	saugrenu	ADJ	ADJ	m	p		s_o|g_R_°|n_y_#	s_au|g_r_e|n_u_s	0.88	0.01
saulaie	solE	saulaie	NOM	NOM	f	s		s_o|l_E_#	s_au|l_ai_e	0.07	0.0
saulaies	solE	saulaie	NOM	NOM	f	p		s_o|l_E_#	s_au|l_ai_es	0.14	0.0
saule	sol	saule	NOM	NOM	m	s		s_o_l_#	s_au_l_e	1.96	1.27
saules	sol	saule	NOM	NOM	m	p		s_o_l_#	s_au_l_es	6.69	0.63
saulnier	sonje	saulnier	NOM	NOM	m	s		s_o_#|n_j_e	s_au_l|n_i_er	0.07	0.0
saumon	som§	saumon	NOM	ADJ,NOM	m	s		s_o|m_§	s_au|m_on	3.65	5.28
saumon	som§	saumon	ADJ	ADJ,NOM				s_o|m_§	s_au|m_on	1.55	0.89
saumoneau	somono	saumoneau	NOM	NOM	m	s		s_o|m_o|n_o	s_au|m_o|n_eau	0.07	0.0
saumonette	somonEt	saumonette	NOM	NOM	f	s		s_o|m_o|n_E_t_#	s_au|m_o|n_e_tt_e	0.14	0.0
saumons	som§	saumon	NOM	NOM	m	p		s_o|m_§_#	s_au|m_on_s	1.08	0.64
saumoné	somone	saumoné	ADJ	ADJ	m	s		s_o|m_o|n_e	s_au|m_o|n_é	0.07	0.0
saumonée	somone	saumoné	ADJ	ADJ	f	s		s_o|m_o|n_e_#	s_au|m_o|n_é_e	0.2	0.0
saumonées	somone	saumoné	ADJ	ADJ	f	p		s_o|m_o|n_e_#	s_au|m_o|n_é_es	0.2	0.0
saumurage	somyRaZ	saumurage	NOM	NOM	m	s		s_o|m_y|R_a_Z	s_au|m_u|r_a_ge	0.0	0.01
saumure	somyR	saumure	NOM	NOM	f	s		s_o|m_y_R_#	s_au|m_u_r_e	1.76	0.42
saumurer	somyRe	saumurer	VER	VER			inf;	s_o|m_y|R_e	s_au|m_u|r_er	0.0	0.01
saumurées	somyRe	saumuré	ADJ	ADJ	f	p		s_o|m_y|R_e_#	s_au|m_u|r_é_es	0.0	0.14
saumâtre	somatR	saumâtre	ADJ	ADJ		s		s_o|m_a_t_R_#	s_au|m_â_t_r_e	1.49	0.2
saumâtres	somatR	saumâtre	ADJ	ADJ		p		s_o|m_a_t_R_#	s_au|m_â_t_r_es	0.54	0.21
sauna	sona	sauna	NOM	NOM	m	s		s_o|n_a	s_au|n_a	0.61	3.45
saunas	sona	sauna	NOM	NOM	m	p		s_o|n_a_#	s_au|n_a_s	0.47	0.4
saunier	sonje	saunier	NOM	NOM	m	s		s_o|n_j_e	s_au|n_i_er	0.34	0.0
sauniers	sonje	saunier	NOM	NOM	m	p		s_o|n_j_e_#	s_au|n_i_er_s	0.34	0.0
saunières	sonjER	saunière	NOM	NOM	f	p		s_o|n_j_E_R_#	s_au|n_i_è_r_es	0.07	0.0
saupoudra	sopudRa	saupoudrer	VER	VER			ind:pas:3s;	s_o|p_u|d_R_a	s_au|p_ou|d_r_a	0.41	0.0
saupoudrage	sopudRaZ	saupoudrage	NOM	NOM	m	s		s_o|p_u|d_R_a_Z	s_au|p_ou|d_r_a_ge	0.0	0.02
saupoudrai	sopudRe	saupoudrer	VER	VER			ind:pas:1s;	s_o|p_u|d_R_e	s_au|p_ou|d_r_ai	0.07	0.0
saupoudraient	sopudRE	saupoudrer	VER	VER			ind:imp:3p;	s_o|p_u|d_R_E	s_au|p_ou|d_r_aient	0.14	0.0
saupoudrait	sopudRE	saupoudrer	VER	VER			ind:imp:3s;	s_o|p_u|d_R_E	s_au|p_ou|d_r_ait	0.34	0.0
saupoudrant	sopudR@	saupoudrer	VER	VER			par:pre;	s_o|p_u|d_R_@	s_au|p_ou|d_r_ant	0.47	0.03
saupoudre	sopudR	saupoudrer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_o|p_u_d_R_#	s_au|p_ou_d_r_e	0.41	0.16
saupoudrer	sopudRe	saupoudrer	VER	VER			inf;	s_o|p_u|d_R_e	s_au|p_ou|d_r_er	0.27	0.1
saupoudreur	sopudR9R	saupoudreur	NOM	NOM	m	s		s_o|p_u|d_R_9_R	s_au|p_ou|d_r_eu_r	0.0	0.02
saupoudrez	sopudRe	saupoudrer	VER	VER			imp:pre:2p;ind:pre:2p;	s_o|p_u|d_R_e	s_au|p_ou|d_r_ez	0.14	0.03
saupoudriez	sopudRije	saupoudrer	VER	VER			ind:imp:2p;	s_o|p_u|d_R_ij|e	s_au|p_ou|d_r_i|ez	0.07	0.0
saupoudrons	sopudR§	saupoudrer	VER	VER			imp:pre:1p;	s_o|p_u|d_R_§	s_au|p_ou|d_r_ons	0.0	0.02
saupoudré	sopudRe	saupoudrer	VER	VER	m	s	par:pas;	s_o|p_u|d_R_e	s_au|p_ou|d_r_é	0.74	0.12
saupoudrée	sopudRe	saupoudrer	VER	VER	f	s	par:pas;	s_o|p_u|d_R_e_#	s_au|p_ou|d_r_é_e	0.81	0.04
saupoudrées	sopudRe	saupoudrer	VER	VER	f	p	par:pas;	s_o|p_u|d_R_e_#	s_au|p_ou|d_r_é_es	0.34	0.01
saupoudrés	sopudRe	saupoudrer	VER	VER	m	p	par:pas;	s_o|p_u|d_R_e_#	s_au|p_ou|d_r_é_s	0.61	0.06
saur	soR	saur	ADJ	ADJ	m	s		s_o_R	s_au_r	0.34	0.08
saura	soRa	savoir	VER	NOM,VER			ind:fut:3s;	s_o|R_a	s_au|r_a	14.93	34.23
saura	soRa	saura	NOM	NOM,VER	m	s		s_o|R_a	s_au|r_a	0.0	0.02
saurai	soRe	savoir	VER	VER			ind:fut:1s;	s_o|R_e	s_au|r_ai	8.85	18.4
sauraient	soRE	savoir	VER	VER			cnd:pre:3p;	s_o|R_E	s_au|r_aient	5.47	1.48
saurais	soRE	savoir	VER	VER			cnd:pre:1s;cnd:pre:2s;	s_o|R_E	s_au|r_ais	10.14	13.01
saurais	soRE	saurer	VER	VER			ind:imp:1s;ind:imp:2s;	s_o|R_E	s_au|r_ais	4.39	10.27
saurait	soRE	savoir	VER	VER			cnd:pre:3s;	s_o|R_E	s_au|r_ait	33.92	11.9
sauras	soRa	savoir	VER	VER			ind:fut:2s;	s_o|R_a	s_au|r_as	4.59	15.22
saurer	soRe	saurer	VER	VER			inf;	s_o|R_e	s_au|r_er	0.41	0.0
sauret	soRE	sauret	ADJ	ADJ	m	s		s_o|R_E	s_au|r_et	0.27	0.0
saurets	soRE	sauret	ADJ	ADJ	m	p		s_o|R_E_#	s_au|r_e_ts	0.2	0.0
saurez	soRe	saurer	VER	VER			ind:pre:2p;	s_o|R_e	s_au|r_ez	2.23	4.76
saurez	soRe	savoir	VER	VER			ind:fut:2p;	s_o|R_e	s_au|r_ez	1.49	2.98
sauri	sORi	saurir	VER	VER	m	s	par:pas;	s_O|R_i	s_au|r_i	0.0	0.01
saurien	soRj5	saurien	NOM	ADJ,NOM	m	s		s_o|R_j_5	s_au|r_i_en	0.2	0.01
saurien	soRj5	saurien	ADJ	ADJ,NOM	m	s		s_o|R_j_5	s_au|r_i_en	0.07	0.0
sauriens	soRj5	saurien	NOM	NOM	m	p		s_o|R_j_5_#	s_au|r_i_en_s	0.27	0.0
sauriez	soRje	saurer	VER	VER			ind:imp:2p;sub:pre:2p;	s_o|R_j_e	s_au|r_i_ez	0.74	3.29
sauriez	soRje	savoir	VER	VER			cnd:pre:2p;	s_o|R_j_e	s_au|r_i_ez	0.41	1.45
saurin	soR5	saurin	NOM	NOM	m	s		s_o|R_5	s_au|r_in	0.07	0.0
saurions	soRj§	saurer	VER	VER			ind:imp:1p;	s_o|R_j_§	s_au|r_i_ons	0.74	0.56
saurions	soRj§	savoir	VER	VER			cnd:pre:1p;	s_o|R_j_§	s_au|r_i_ons	0.68	0.21
saurons	soR§	saurer	VER	VER			imp:pre:1p;ind:pre:1p;	s_o|R_§	s_au|r_ons	1.76	3.17
saurons	soR§	savoir	VER	VER			ind:fut:1p;	s_o|R_§	s_au|r_ons	1.22	1.73
sauront	soR§	savoir	VER	VER			ind:fut:3p;	s_o|R_§	s_au|r_ont	2.77	7.72
saurs	soR	saur	ADJ	ADJ	m	p		s_o_R_#	s_au_r_s	0.54	0.01
saussaies	sosE	saussaie	NOM	NOM	f	p		s_o|s_E_#	s_au|ss_ai_es	1.22	0.0
saut	so	saut	NOM	NOM	m	s		s_o_#	s_au_t	14.26	13.53
sauta	sota	sauter	VER	VER			ind:pas:3s;	s_o|t_a	s_au|t_a	15.27	0.84
sautai	sote	sauter	VER	VER			ind:pas:1s;	s_o|t_e	s_au|t_ai	2.5	0.04
sautaient	sotE	sauter	VER	VER			ind:imp:3p;	s_o|t_E	s_au|t_aient	4.12	0.15
sautais	sotE	sauter	VER	VER			ind:imp:1s;ind:imp:2s;	s_o|t_E	s_au|t_ais	0.88	1.0
sautait	sotE	sauter	VER	VER			ind:imp:3s;	s_o|t_E	s_au|t_ait	9.39	1.81
sautant	sot@	sauter	VER	ADJ,VER			par:pre;	s_o|t_@	s_au|t_ant	8.92	1.6
sautant	sot@	sautant	ADJ	ADJ,VER	m	s		s_o|t_@	s_au|t_ant	0.0	0.04
sautante	sot@t	sautant	ADJ	ADJ	f	s		s_o|t_@_t_#	s_au|t_an_t_e	0.14	0.01
saute	sot	sauter	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	s_o_t_#	s_au_t_e	19.39	22.66
saute	sot	saute	NOM	NOM,VER	f	s		s_o_t_#	s_au_t_e	2.77	13.6
sautelant	sot°l@	sauteler	VER	VER			par:pre;	s_o|t_°|l_@	s_au|t_e|l_ant	0.07	0.0
sautelle	sotEl	sautelle	NOM	NOM	f	s		s_o|t_E_l_#	s_au|t_e_ll_e	0.0	0.01
sautent	sot	sauter	VER	VER			ind:pre:3p;	s_o_t_#	s_au_t_ent	4.59	2.09
sauter	sote	sauter	VER	VER			inf;	s_o|t_e	s_au|t_er	43.31	57.89
sautera	sot°Ra	sauter	VER	VER			ind:fut:3s;	s_o|t_°|R_a	s_au|t_e|r_a	0.41	0.9
sauterai	sot°Re	sauter	VER	VER			ind:fut:1s;	s_o|t_°|R_e	s_au|t_e|r_ai	0.2	1.05
sauteraient	sot°RE	sauter	VER	VER			cnd:pre:3p;	s_o|t_°|R_E	s_au|t_e|r_aient	0.14	0.06
sauterais	sot°RE	sauter	VER	VER			cnd:pre:1s;cnd:pre:2s;	s_o|t_°|R_E	s_au|t_e|r_ais	0.14	0.59
sauterait	sot°RE	sauter	VER	VER			cnd:pre:3s;	s_o|t_°|R_E	s_au|t_e|r_ait	0.74	0.39
sauteras	sot°Ra	sauter	VER	VER			ind:fut:2s;	s_o|t_°|R_a	s_au|t_e|r_as	0.0	0.6
sauterelle	sot°REl	sauterelle	NOM	NOM	f	s		s_o|t_°|R_E_l_#	s_au|t_e|r_e_ll_e	1.62	1.63
sauterelles	sot°REl	sauterelle	NOM	NOM	f	p		s_o|t_°|R_E_l_#	s_au|t_e|r_e_ll_es	0.0	1.67
sauterelles	sot°REl	sauterelles	NOM	NOM	f	p		s_o|t_°|R_E_l_#	s_au|t_e|r_e_ll_es	2.77	0.0
sauterez	sot°Re	sauter	VER	VER			ind:fut:2p;	s_o|t_°|R_e	s_au|t_e|r_ez	0.0	0.23
sauterie	sot°Ri	sauterie	NOM	NOM	f	s		s_o|t_°|R_i_#	s_au|t_e|r_i_e	0.14	0.51
sauteries	sot°Ri	sauterie	NOM	NOM	f	p		s_o|t_°|R_i_#	s_au|t_e|r_i_es	0.27	0.12
sauteriez	sot°Rje	sauter	VER	VER			cnd:pre:2p;	s_o|t_°|R_j_e	s_au|t_e|r_i_ez	0.0	0.04
sauternes	sotERn	sauternes	NOM	NOM	m			s_o|t_E_R_n_#	s_au|t_e_r_n_es	1.08	0.67
sauterons	sot°R§	sauter	VER	VER			ind:fut:1p;	s_o|t_°|R_§	s_au|t_e|r_ons	0.07	0.19
sauteront	sot°R§	sauter	VER	VER			ind:fut:3p;	s_o|t_°|R_§	s_au|t_e|r_ont	0.47	0.33
sautes	sot	sauter	VER	NOM,VER			ind:pre:2s;	s_o_t_#	s_au_t_es	0.61	3.25
sautes	sot	saute	NOM	NOM,VER	f	p		s_o_t_#	s_au_t_es	1.89	0.92
sauteur	sot9R	sauteur	NOM	NOM	m	s		s_o|t_9_R	s_au|t_eu_r	0.61	0.66
sauteurs	sot9R	sauteur	NOM	NOM	m	p		s_o|t_9_R_#	s_au|t_eu_r_s	0.2	0.1
sauteuse	sot2z	sauteur	NOM	NOM	f	s		s_o|t_2_z_#	s_au|t_eu_s_e	0.95	0.33
sauteuses	sot2z	sauteur	NOM	NOM	f	p		s_o|t_2_z_#	s_au|t_eu_s_es	0.14	0.03
sautez	sote	sauter	VER	VER			imp:pre:2p;ind:pre:2p;	s_o|t_e	s_au|t_ez	0.54	5.62
sautiez	sotje	sauter	VER	VER			ind:imp:2p;	s_o|t_j_e	s_au|t_i_ez	0.0	0.36
sautilla	sotija	sautiller	VER	VER			ind:pas:3s;	s_o|t_i|j_a	s_au|t_i|ll_a	0.41	0.0
sautillaient	sotijE	sautiller	VER	VER			ind:imp:3p;	s_o|t_i|j_E	s_au|t_i|ll_aient	0.54	0.11
sautillais	sotijE	sautiller	VER	VER			ind:imp:1s;	s_o|t_i|j_E	s_au|t_i|ll_ais	0.07	0.04
sautillait	sotijE	sautiller	VER	VER			ind:imp:3s;	s_o|t_i|j_E	s_au|t_i|ll_ait	1.69	0.01
sautillant	sotij@	sautiller	VER	ADJ,VER			par:pre;	s_o|t_i|j_@	s_au|t_i|ll_ant	2.64	0.16
sautillant	sotij@	sautillant	ADJ	ADJ,VER	m	s		s_o|t_i|j_@	s_au|t_i|ll_ant	0.81	0.02
sautillante	sotij@t	sautillant	ADJ	ADJ	f	s		s_o|t_i|j_@_t_#	s_au|t_i|ll_an_t_e	1.15	0.06
sautillantes	sotij@t	sautillant	ADJ	ADJ	f	p		s_o|t_i|j_@_t_#	s_au|t_i|ll_an_t_es	0.41	0.0
sautillants	sotij@	sautillant	ADJ	ADJ	m	p		s_o|t_i|j_@_#	s_au|t_i|ll_an_ts	0.2	0.02
sautille	sotij	sautiller	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_o|t_i_j_#	s_au|t_i_ll_e	1.28	0.73
sautillement	sotij°m@	sautillement	NOM	NOM	m	s		s_o|t_i|j_°|m_@	s_au|t_i|ll_e|m_ent	0.34	0.0
sautillements	sotij°m@	sautillement	NOM	NOM	m	p		s_o|t_i|j_°|m_@_#	s_au|t_i|ll_e|m_en_ts	0.41	0.03
sautillent	sotij	sautiller	VER	VER			ind:pre:3p;	s_o|t_i_j_#	s_au|t_i_ll_ent	0.34	0.02
sautiller	sotije	sautiller	VER	VER			inf;	s_o|t_i|j_e	s_au|t_i|ll_er	0.81	0.3
sautilles	sotij	sautiller	VER	VER			ind:pre:2s;	s_o|t_i_j_#	s_au|t_i_ll_es	0.0	0.05
sautillez	sotije	sautiller	VER	VER			imp:pre:2p;ind:pre:2p;	s_o|t_i|j_e	s_au|t_i|ll_ez	0.0	0.04
sautillèrent	sotijER	sautiller	VER	VER			ind:pas:3p;	s_o|t_i|j_E_R_#	s_au|t_i|ll_è_r_ent	0.14	0.01
sautillé	sotije	sautiller	VER	VER	m	s	par:pas;	s_o|t_i|j_e	s_au|t_i|ll_é	0.07	0.01
sautions	sotj§	sauter	VER	VER			ind:imp:1p;	s_o|t_j_§	s_au|t_i_ons	0.27	0.13
sautoir	sotwaR	sautoir	NOM	NOM	m	s		s_o|t_wa_R	s_au|t_oi_r	2.5	0.18
