ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
sautoirs	sotwaR	sautoir	NOM	NOM	m	p		s_o|t_wa_R_#	s_au|t_oi_r_s	0.2	0.0
sauton	sot§	sauton	NOM	NOM	m	s		s_o|t_§	s_au|t_on	0.0	0.09
sautons	sot§	sauter	VER	VER,NOM			imp:pre:1p;ind:pre:1p;	s_o|t_§	s_au|t_ons	0.47	0.54
sautons	sot§	sauton	NOM	VER,NOM	m	p		s_o|t_§	s_au|t_ons	0.2	0.04
sauts	so	saut	NOM	NOM	m	p		s_o_#	s_au_ts	2.77	1.23
sautâmes	sotam	sauter	VER	VER			ind:pas:1p;	s_o|t_a_m_#	s_au|t_â_m_es	0.14	0.0
sautât	sota	sauter	VER	VER			sub:imp:3s;	s_o|t_a	s_au|t_ât	0.07	0.0
sautèrent	sotER	sauter	VER	VER			ind:pas:3p;	s_o|t_E_R_#	s_au|t_è_r_ent	2.43	0.01
sauté	sote	sauter	VER	VER,ADJ,NOM	m	s	par:pas;	s_o|t_e	s_au|t_é	18.78	18.77
sauté	sote	sauté	NOM	VER,ADJ,NOM	m	s		s_o|t_e	s_au|t_é	0.47	0.35
sauté	sote	sauté	ADJ	VER,ADJ,NOM	m	s		s_o|t_e	s_au|t_é	0.2	0.26
sautée	sote	sauter	VER	VER,ADJ	f	s	par:pas;	s_o|t_e_#	s_au|t_é_e	0.41	1.46
sautée	sote	sauté	ADJ	VER,ADJ	f	s		s_o|t_e_#	s_au|t_é_e	0.14	0.04
sautées	sote	sauté	ADJ	VER,ADJ	f	p		s_o|t_e_#	s_au|t_é_es	0.27	0.46
sautées	sote	sauter	VER	VER,ADJ	f	p	par:pas;	s_o|t_e_#	s_au|t_é_es	0.0	0.23
sautés	sote	sauter	VER	VER,ADJ,NOM	m	p	par:pas;	s_o|t_e_#	s_au|t_é_s	0.34	0.22
sautés	sote	sauté	ADJ	VER,ADJ,NOM	m	p		s_o|t_e_#	s_au|t_é_s	0.34	0.03
sautés	sote	sauté	NOM	VER,ADJ,NOM	m	p		s_o|t_e_#	s_au|t_é_s	0.07	0.01
sauva	sova	sauver	VER	VER			ind:pas:3s;	s_o|v_a	s_au|v_a	2.97	0.61
sauvage	sovaZ	sauvage	ADJ	ADJ,NOM		s		s_o|v_a_Z	s_au|v_a_ge	34.46	16.67
sauvage	sovaZ	sauvage	NOM	ADJ,NOM		s		s_o|v_a_Z	s_au|v_a_ge	5.81	8.09
sauvagement	sovaZ°m@	sauvagement	ADV	ADV				s_o|v_a|Z_°|m_@	s_au|v_a|g_e|m_ent	6.28	1.48
sauvageon	sovaZ§	sauvageon	NOM	NOM	m	s		s_o|v_a|Z_§	s_au|v_a|ge_on	0.0	0.01
sauvageonne	sovaZOn	sauvageon	NOM	NOM	f	s		s_o|v_a|Z_O_n_#	s_au|v_a|ge_o_nn_e	0.27	0.6
sauvageonnes	sovaZOn	sauvageon	NOM	NOM	f	p		s_o|v_a|Z_O_n_#	s_au|v_a|ge_o_nn_es	0.07	0.0
sauvageons	sovaZ§	sauvageon	NOM	NOM	m	p		s_o|v_a|Z_§_#	s_au|v_a|ge_on_s	0.07	0.03
sauvagerie	sovaZ°Ri	sauvagerie	NOM	NOM	f	s		s_o|v_a|Z_°|R_i_#	s_au|v_a|g_e|r_i_e	7.36	0.95
sauvageries	sovaZ°Ri	sauvagerie	NOM	NOM	f	p		s_o|v_a|Z_°|R_i_#	s_au|v_a|g_e|r_i_es	0.34	0.0
sauvages	sovaZ	sauvage	ADJ	ADJ,NOM		p		s_o|v_a_Z_#	s_au|v_a_g_es	20.2	8.01
sauvages	sovaZ	sauvage	NOM	ADJ,NOM		p		s_o|v_a_Z_#	s_au|v_a_g_es	5.88	6.85
sauvagesse	sovaZEs	sauvagesse	NOM	NOM	f	s		s_o|v_a|Z_E_s_#	s_au|v_a|g_e_ss_e	0.07	0.02
sauvagesses	sovaZEs	sauvagesse	NOM	NOM	f	p		s_o|v_a|Z_E_s_#	s_au|v_a|g_e_ss_es	0.07	0.0
sauvagin	sovaZ5	sauvagin	NOM	NOM	m	s		s_o|v_a|Z_5	s_au|v_a|g_in	0.2	0.0
sauvagine	sovaZin	sauvagin	NOM	NOM	f	s		s_o|v_a|Z_i_n_#	s_au|v_a|g_i_n_e	0.68	0.0
sauvagines	sovaZin	sauvagin	NOM	NOM	f	p		s_o|v_a|Z_i_n_#	s_au|v_a|g_i_n_es	0.41	0.0
sauvai	sove	sauver	VER	VER			ind:pas:1s;	s_o|v_e	s_au|v_ai	0.27	0.01
sauvaient	sovE	sauver	VER	VER			ind:imp:3p;	s_o|v_E	s_au|v_aient	0.88	0.04
sauvais	sovE	sauver	VER	VER			ind:imp:1s;ind:imp:2s;	s_o|v_E	s_au|v_ais	0.54	0.58
sauvait	sovE	sauver	VER	VER			ind:imp:3s;	s_o|v_E	s_au|v_ait	2.43	0.57
sauvant	sov@	sauver	VER	VER			par:pre;	s_o|v_@	s_au|v_ant	1.15	1.62
sauve	sov	sauver	VER	ADJ,NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_o_v_#	s_au_v_e	10.41	24.34
sauve	sov	sauf	ADJ	ADJ,NOM,VER	f	s		s_o_v_#	s_au_v_e	0.27	1.24
sauve	sov	sauve	NOM	ADJ,NOM,VER		s		s_o_v_#	s_au_v_e	0.0	0.01
sauvegardaient	sov°gaRdE	sauvegarder	VER	VER			ind:imp:3p;	s_o|v_°|g_a_R|d_E	s_au|v_e|g_a_r|d_aient	0.07	0.0
sauvegardait	sov°gaRdE	sauvegarder	VER	VER			ind:imp:3s;	s_o|v_°|g_a_R|d_E	s_au|v_e|g_a_r|d_ait	0.14	0.0
sauvegardant	sov°gaRd@	sauvegarder	VER	VER			par:pre;	s_o|v_°|g_a_R|d_@	s_au|v_e|g_a_r|d_ant	0.2	0.0
sauvegarde	sov°gaRd	sauvegarde	NOM	NOM,VER	f	s		s_o|v_°|g_a_R_d_#	s_au|v_e|g_a_r_d_e	2.5	1.03
sauvegarde	sov°gaRd	sauvegarder	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_o|v_°|g_a_R_d_#	s_au|v_e|g_a_r_d_e	0.2	0.19
sauvegarder	sov°gaRde	sauvegarder	VER	VER			inf;	s_o|v_°|g_a_R|d_e	s_au|v_e|g_a_r|d_er	2.03	1.36
sauvegarderaient	sov°gaRd°RE	sauvegarder	VER	VER			cnd:pre:3p;	s_o|v_°|g_a_R|d_°|R_E	s_au|v_e|g_a_r|d_e|r_aient	0.07	0.0
sauvegarderait	sov°gaRd°RE	sauvegarder	VER	VER			cnd:pre:3s;	s_o|v_°|g_a_R|d_°|R_E	s_au|v_e|g_a_r|d_e|r_ait	0.07	0.0
sauvegardes	sov°gaRd	sauvegarde	NOM	NOM,VER	f	p		s_o|v_°|g_a_R_d_#	s_au|v_e|g_a_r_d_es	0.07	0.16
sauvegardes	sov°gaRd	sauvegarder	VER	NOM,VER			ind:pre:2s;	s_o|v_°|g_a_R_d_#	s_au|v_e|g_a_r_d_es	0.0	0.01
sauvegardât	sov°gaRda	sauvegarder	VER	VER			sub:imp:3s;	s_o|v_°|g_a_R|d_a	s_au|v_e|g_a_r|d_ât	0.07	0.0
sauvegardé	sov°gaRde	sauvegarder	VER	VER	m	s	par:pas;	s_o|v_°|g_a_R|d_e	s_au|v_e|g_a_r|d_é	0.41	0.94
sauvegardée	sov°gaRde	sauvegarder	VER	VER	f	s	par:pas;	s_o|v_°|g_a_R|d_e_#	s_au|v_e|g_a_r|d_é_e	0.07	0.14
sauvegardées	sov°gaRde	sauvegarder	VER	VER	f	p	par:pas;	s_o|v_°|g_a_R|d_e_#	s_au|v_e|g_a_r|d_é_es	0.14	0.07
sauvegardés	sov°gaRde	sauvegarder	VER	VER	m	p	par:pas;	s_o|v_°|g_a_R|d_e_#	s_au|v_e|g_a_r|d_é_s	0.2	0.07
sauvent	sov	sauver	VER	VER			ind:pre:3p;	s_o_v_#	s_au_v_ent	1.28	1.02
sauver	sove	sauver	VER	VER			inf;	s_o|v_e	s_au|v_er	36.89	103.1
sauvera	sov°Ra	sauver	VER	VER			ind:fut:3s;	s_o|v_°|R_a	s_au|v_e|r_a	1.49	4.17
sauverai	sov°Re	sauver	VER	VER			ind:fut:1s;	s_o|v_°|R_e	s_au|v_e|r_ai	0.2	2.21
sauveraient	sov°RE	sauver	VER	VER			cnd:pre:3p;	s_o|v_°|R_E	s_au|v_e|r_aient	0.2	0.07
sauverais	sov°RE	sauver	VER	VER			cnd:pre:1s;cnd:pre:2s;	s_o|v_°|R_E	s_au|v_e|r_ais	0.14	1.21
sauverait	sov°RE	sauver	VER	VER			cnd:pre:3s;	s_o|v_°|R_E	s_au|v_e|r_ait	1.55	1.31
sauveras	sov°Ra	sauver	VER	VER			ind:fut:2s;	s_o|v_°|R_a	s_au|v_e|r_as	0.0	1.18
sauverez	sov°Re	sauver	VER	VER			ind:fut:2p;	s_o|v_°|R_e	s_au|v_e|r_ez	0.07	0.68
sauverons	sov°R§	sauver	VER	VER			ind:fut:1p;	s_o|v_°|R_§	s_au|v_e|r_ons	0.14	0.42
sauveront	sov°R§	sauver	VER	VER			ind:fut:3p;	s_o|v_°|R_§	s_au|v_e|r_ont	0.14	0.39
sauves	sov	sauver	VER	ADJ,VER			ind:pre:2s;	s_o_v_#	s_au_v_es	0.47	3.51
sauves	sov	sauf	ADJ	ADJ,VER	f	p		s_o_v_#	s_au_v_es	0.2	0.66
sauvetage	sov°taZ	sauvetage	NOM	NOM	m	s		s_o|v_°|t_a_Z	s_au|v_e|t_a_ge	3.45	8.2
sauvetages	sov°taZ	sauvetage	NOM	NOM	m	p		s_o|v_°|t_a_Z_#	s_au|v_e|t_a_g_es	0.27	0.12
sauveteur	sov°t9R	sauveteur	NOM	NOM	m	s		s_o|v_°|t_9_R	s_au|v_e|t_eu_r	0.27	0.75
sauveteurs	sov°t9R	sauveteur	NOM	NOM	m	p		s_o|v_°|t_9_R_#	s_au|v_e|t_eu_r_s	1.08	0.64
sauvette	sovEt	sauveter	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_o|v_E_t_#	s_au|v_e_tt_e	3.38	0.25
sauveté	sov°te	sauveté	NOM	NOM	f	s		s_o|v_°|t_e	s_au|v_e|t_é	0.27	0.0
sauveur	sov9R	sauveur	NOM	NOM	m	s		s_o|v_9_R	s_au|v_eu_r	2.77	5.87
sauveurs	sov9R	sauveur	NOM	NOM	m	p		s_o|v_9_R_#	s_au|v_eu_r_s	0.47	0.82
sauveuse	sov2z	sauveur	NOM	NOM	f	s		s_o|v_2_z_#	s_au|v_eu_s_e	0.07	0.12
sauvez	sove	sauver	VER	VER			imp:pre:2p;ind:pre:2p;	s_o|v_e	s_au|v_ez	1.08	12.63
sauviez	sovje	sauver	VER	VER			ind:imp:2p;	s_o|v_j_e	s_au|v_i_ez	0.0	0.23
sauvignon	soviN§	sauvignon	NOM	NOM	m	s		s_o|v_i|N_§	s_au|v_i|gn_on	0.2	0.04
sauvions	sovj§	sauver	VER	VER			ind:imp:1p;	s_o|v_j_§	s_au|v_i_ons	0.07	0.17
sauvons	sov§	sauver	VER	VER			imp:pre:1p;ind:pre:1p;	s_o|v_§	s_au|v_ons	0.27	1.48
sauvâmes	sovam	sauver	VER	VER			ind:pas:1p;	s_o|v_a_m_#	s_au|v_â_m_es	0.07	0.0
sauvât	sova	sauver	VER	VER			sub:imp:3s;	s_o|v_a	s_au|v_ât	0.2	0.0
sauvèrent	sovER	sauver	VER	VER			ind:pas:3p;	s_o|v_E_R_#	s_au|v_è_r_ent	0.41	0.18
sauvé	sove	sauver	VER	VER	m	s	par:pas;par:pas;par:pas;	s_o|v_e	s_au|v_é	23.18	61.62
sauvée	sove	sauver	VER	VER	f	s	par:pas;	s_o|v_e_#	s_au|v_é_e	6.35	12.58
sauvées	sove	sauver	VER	VER	f	p	par:pas;	s_o|v_e_#	s_au|v_é_es	1.22	1.35
sauvés	sove	sauver	VER	VER	m	p	par:pas;	s_o|v_e_#	s_au|v_é_s	5.0	9.28
sauça	sosa	saucer	VER	VER			ind:pas:3s;	s_o|s_a	s_au|ç_a	0.2	0.0
sauçant	sos@	saucer	VER	VER			par:pre;	s_o|s_@	s_au|ç_ant	0.14	0.0
sauçons	sos§	saucer	VER	VER			ind:pre:1p;	s_o|s_§	s_au|ç_ons	0.07	0.0
savaient	savE	savoir	VER	VER			ind:imp:3p;	s_a|v_E	s_a|v_aient	30.2	14.72
savais	savE	savoir	VER	VER			ind:imp:1s;ind:imp:2s;	s_a|v_E	s_a|v_ais	132.09	236.66
savait	savE	savoir	VER	VER			ind:imp:3s;	s_a|v_E	s_a|v_ait	237.84	80.85
savamment	savam@	savamment	ADV	ADV				s_a|v_a|m_@	s_a|v_a|mm_ent	4.8	0.03
savane	savan	savane	NOM	NOM	f	s		s_a|v_a_n_#	s_a|v_a_n_e	1.76	0.34
savanes	savan	savane	NOM	NOM	f	p		s_a|v_a_n_#	s_a|v_a_n_es	0.81	0.0
savant	sav@	savant	NOM	ADJ,NOM	m	s		s_a|v_@	s_a|v_ant	5.54	3.16
savant	sav@	savant	ADJ	ADJ,NOM	m	s		s_a|v_@	s_a|v_ant	6.76	2.11
savantasses	sav@tas	savantasse	NOM	NOM	m	p		s_a|v_@|t_a_s_#	s_a|v_an|t_a_ss_es	0.07	0.0
savante	sav@t	savant	ADJ	ADJ,NOM	f	s		s_a|v_@_t_#	s_a|v_an_t_e	3.72	0.44
savante	sav@t	savant	NOM	ADJ,NOM	f	s		s_a|v_@_t_#	s_a|v_an_t_e	0.07	0.07
savantes	sav@t	savant	ADJ	ADJ	f	p		s_a|v_@_t_#	s_a|v_an_t_es	3.18	0.24
savantissimes	sav@tisim	savantissime	ADJ	ADJ		p		s_a|v_@|t_i|s_i_m_#	s_a|v_an|t_i|ss_i_m_es	0.07	0.0
savants	sav@	savant	NOM	ADJ,NOM	m	p		s_a|v_@_#	s_a|v_an_ts	6.42	2.42
savants	sav@	savant	ADJ	ADJ,NOM	m	p		s_a|v_@_#	s_a|v_an_ts	3.65	1.21
savarin	savaR5	savarin	NOM	NOM	m	s		s_a|v_a|R_5	s_a|v_a|r_in	0.07	0.2
savata	savata	savater	VER	VER			ind:pas:3s;	s_a|v_a|t_a	s_a|v_a|t_a	0.07	0.0
savatait	savatE	savater	VER	VER			ind:imp:3s;	s_a|v_a|t_E	s_a|v_a|t_ait	0.07	0.0
savate	savat	savate	NOM	NOM,VER	f	s		s_a|v_a_t_#	s_a|v_a_t_e	1.76	0.3
savate	savat	savater	VER	NOM,VER			imp:pre:2s;ind:pre:1s;	s_a|v_a_t_#	s_a|v_a_t_e	0.07	0.02
savater	savate	savater	VER	VER			inf;	s_a|v_a|t_e	s_a|v_a|t_er	0.07	0.02
savates	savat	savate	NOM	NOM,VER	f	p		s_a|v_a_t_#	s_a|v_a_t_es	2.23	0.13
savates	savat	savater	VER	NOM,VER			ind:pre:2s;	s_a|v_a_t_#	s_a|v_a_t_es	0.0	0.01
savent	sav	savoir	VER	VER			ind:pre:3p;	s_a_v_#	s_a_v_ent	44.53	64.32
savetier	sav°tje	savetier	NOM	NOM	m	s		s_a|v_°|t_j_e	s_a|v_e|t_i_er	0.2	0.39
savetiers	sav°tje	savetier	NOM	NOM	m	p		s_a|v_°|t_j_e_#	s_a|v_e|t_i_er_s	0.14	0.0
saveur	sav9R	saveur	NOM	NOM	f	s		s_a|v_9_R	s_a|v_eu_r	10.41	3.11
saveurs	sav9R	saveur	NOM	NOM	f	p		s_a|v_9_R_#	s_a|v_eu_r_s	1.96	0.42
savez	save	savoir	VER	VER			ind:pre:2p;	s_a|v_e	s_a|v_ez	132.91	407.94
saviez	savje	savoir	VER	VER			ind:imp:2p;	s_a|v_j_e	s_a|v_i_ez	8.24	32.68
savions	savj§	savoir	VER	VER			ind:imp:1p;	s_a|v_j_§	s_a|v_i_ons	12.3	5.3
savoir	savwaR	savoir	VER	NOM,VER			inf;	s_a|v_wa_R	s_a|v_oi_r	250.0	421.1
savoir	savwaR	savoir	NOM	NOM,VER	m	s		s_a|v_wa_R	s_a|v_oi_r	40.95	37.27
savoirs	savwaR	savoir	NOM	NOM	m	p		s_a|v_wa_R_#	s_a|v_oi_r_s	0.47	0.05
savon	sav§	savon	NOM	NOM	m	s		s_a|v_§	s_a|v_on	16.55	15.65
savonna	savona	savonner	VER	VER			ind:pas:3s;	s_a|v_o|n_a	s_a|v_o|nn_a	0.41	0.0
savonnage	savonaZ	savonnage	NOM	NOM	m	s		s_a|v_o|n_a_Z	s_a|v_o|nn_a_ge	0.0	0.1
savonnages	savonaZ	savonnage	NOM	NOM	m	p		s_a|v_o|n_a_Z_#	s_a|v_o|nn_a_g_es	0.07	0.0
savonnai	savone	savonner	VER	VER			ind:pas:1s;	s_a|v_o|n_e	s_a|v_o|nn_ai	0.07	0.0
savonnaient	savonE	savonner	VER	VER			ind:imp:3p;	s_a|v_o|n_E	s_a|v_o|nn_aient	0.07	0.0
savonnais	savonE	savonner	VER	VER			ind:imp:1s;ind:imp:2s;	s_a|v_o|n_E	s_a|v_o|nn_ais	0.14	0.02
savonnait	savonE	savonner	VER	VER			ind:imp:3s;	s_a|v_o|n_E	s_a|v_o|nn_ait	0.54	0.01
savonnant	savon@	savonner	VER	VER			par:pre;	s_a|v_o|n_@	s_a|v_o|nn_ant	0.41	0.03
savonne	savOn	savonner	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_a|v_O_n_#	s_a|v_o_nn_e	0.41	0.38
savonnent	savOn	savonner	VER	VER			ind:pre:3p;	s_a|v_O_n_#	s_a|v_o_nn_ent	0.14	0.02
savonner	savone	savonner	VER	VER			inf;	s_a|v_o|n_e	s_a|v_o|nn_er	1.22	0.26
savonnera	savOn°Ra	savonner	VER	VER			ind:fut:3s;	s_a|v_O|n_°|R_a	s_a|v_o|nn_e|r_a	0.0	0.01
savonneries	savOn°Ri	savonnerie	NOM	NOM	f	p		s_a|v_O|n_°|R_i_#	s_a|v_o|nn_e|r_i_es	0.14	0.0
savonnette	savonEt	savonnette	NOM	NOM	f	s		s_a|v_o|n_E_t_#	s_a|v_o|nn_e_tt_e	2.84	0.62
savonnettes	savonEt	savonnette	NOM	NOM	f	p		s_a|v_o|n_E_t_#	s_a|v_o|nn_e_tt_es	1.08	0.1
savonneuse	savon2z	savonneux	ADJ	ADJ	f	s		s_a|v_o|n_2_z_#	s_a|v_o|nn_eu_s_e	1.76	0.27
savonneuses	savon2z	savonneux	ADJ	ADJ	f	p		s_a|v_o|n_2_z_#	s_a|v_o|nn_eu_s_es	0.34	0.0
savonneux	savon2	savonneux	ADJ	ADJ	m			s_a|v_o|n_2_#	s_a|v_o|nn_eu_x	0.14	0.02
savonnier	savonje	savonnier	ADJ	ADJ	m	s		s_a|v_o|n_j_e	s_a|v_o|nn_i_er	0.07	0.0
savonné	savone	savonner	VER	VER	m	s	par:pas;	s_a|v_o|n_e	s_a|v_o|nn_é	0.47	0.02
savonnée	savone	savonner	VER	VER,NOM	f	s	par:pas;	s_a|v_o|n_e_#	s_a|v_o|nn_é_e	0.2	0.04
savonnée	savone	savonnée	NOM	VER,NOM	f	s		s_a|v_o|n_e_#	s_a|v_o|nn_é_e	0.07	0.0
savonnées	savone	savonner	VER	VER	f	p	par:pas;	s_a|v_o|n_e_#	s_a|v_o|nn_é_es	0.14	0.0
savons	sav§	savoir	VER	VER,NOM			ind:pre:1p;	s_a|v_§	s_a|v_ons	19.05	47.84
savons	sav§	savon	NOM	VER,NOM	m	p		s_a|v_§	s_a|v_ons	1.49	1.02
savoura	savuRa	savourer	VER	VER			ind:pas:3s;	s_a|v_u|R_a	s_a|v_ou|r_a	0.47	0.01
savourai	savuRe	savourer	VER	VER			ind:pas:1s;	s_a|v_u|R_e	s_a|v_ou|r_ai	0.27	0.0
savouraient	savuRE	savourer	VER	VER			ind:imp:3p;	s_a|v_u|R_E	s_a|v_ou|r_aient	0.54	0.01
savourais	savuRE	savourer	VER	VER			ind:imp:1s;	s_a|v_u|R_E	s_a|v_ou|r_ais	0.61	0.14
savourait	savuRE	savourer	VER	VER			ind:imp:3s;	s_a|v_u|R_E	s_a|v_ou|r_ait	1.69	0.06
savourant	savuR@	savourer	VER	VER			par:pre;	s_a|v_u|R_@	s_a|v_ou|r_ant	2.36	0.03
savoure	savuR	savourer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_a|v_u_R_#	s_a|v_ou_r_e	2.09	1.28
savourent	savuR	savourer	VER	VER			ind:pre:3p;	s_a|v_u_R_#	s_a|v_ou_r_ent	0.41	0.03
savourer	savuRe	savourer	VER	VER			inf;	s_a|v_u|R_e	s_a|v_ou|r_er	4.12	1.71
savourera	savuR°Ra	savourer	VER	VER			ind:fut:3s;	s_a|v_u|R_°|R_a	s_a|v_ou|r_e|r_a	0.07	0.15
savourerai	savuR°Re	savourer	VER	VER			ind:fut:1s;	s_a|v_u|R_°|R_e	s_a|v_ou|r_e|r_ai	0.0	0.03
savourerait	savuR°RE	savourer	VER	VER			cnd:pre:3s;	s_a|v_u|R_°|R_E	s_a|v_ou|r_e|r_ait	0.07	0.01
savourerons	savuR°R§	savourer	VER	VER			ind:fut:1p;	s_a|v_u|R_°|R_§	s_a|v_ou|r_e|r_ons	0.0	0.01
savoureuse	savuR2z	savoureux	ADJ	ADJ	f	s		s_a|v_u|R_2_z_#	s_a|v_ou|r_eu_s_e	1.82	0.15
savoureusement	savuR2z°m@	savoureusement	ADV	ADV				s_a|v_u|R_2|z_°|m_@	s_a|v_ou|r_eu|s_e|m_ent	0.14	0.0
savoureuses	savuR2z	savoureux	ADJ	ADJ	f	p		s_a|v_u|R_2_z_#	s_a|v_ou|r_eu_s_es	0.68	0.11
savoureux	savuR2	savoureux	ADJ	ADJ	m			s_a|v_u|R_2_#	s_a|v_ou|r_eu_x	4.39	1.08
savourez	savuRe	savourer	VER	VER			imp:pre:2p;ind:pre:2p;	s_a|v_u|R_e	s_a|v_ou|r_ez	0.07	0.46
savourions	savuRj§	savourer	VER	VER			ind:imp:1p;	s_a|v_u|R_j_§	s_a|v_ou|r_i_ons	0.14	0.01
savourons	savuR§	savourer	VER	VER			imp:pre:1p;ind:pre:1p;	s_a|v_u|R_§	s_a|v_ou|r_ons	0.0	0.19
savourèrent	savuRER	savourer	VER	VER			ind:pas:3p;	s_a|v_u|R_E_R_#	s_a|v_ou|r_è_r_ent	0.07	0.0
savouré	savuRe	savourer	VER	VER	m	s	par:pas;	s_a|v_u|R_e	s_a|v_ou|r_é	0.68	0.1
savourée	savuRe	savourer	VER	VER	f	s	par:pas;	s_a|v_u|R_e_#	s_a|v_ou|r_é_e	0.41	0.01
savourés	savuRe	savourer	VER	VER	m	p	par:pas;	s_a|v_u|R_e_#	s_a|v_ou|r_é_s	0.2	0.01
savoyard	savwajaR	savoyard	NOM	ADJ,NOM	m	s		s_a|v_wa_j|a_R_#	s_a|v_o_y|a_r_d	2.91	0.1
savoyard	savwajaR	savoyard	ADJ	ADJ,NOM	m	s		s_a|v_wa_j|a_R_#	s_a|v_o_y|a_r_d	0.74	0.0
savoyarde	savwajaRd	savoyard	NOM	ADJ,NOM	f	s		s_a|v_wa_j|a_R_d_#	s_a|v_o_y|a_r_d_e	0.27	0.14
savoyarde	savwajaRd	savoyard	ADJ	ADJ,NOM	f	s		s_a|v_wa_j|a_R_d_#	s_a|v_o_y|a_r_d_e	0.27	0.0
savoyardes	savwajaRd	savoyard	ADJ	ADJ	f	p		s_a|v_wa_j|a_R_d_#	s_a|v_o_y|a_r_d_es	0.07	0.0
savoyards	savwajaR	savoyard	NOM	ADJ,NOM	m	p		s_a|v_wa_j|a_R_#	s_a|v_o_y|a_r_ds	0.07	0.27
savoyards	savwajaR	savoyard	ADJ	ADJ,NOM	m	p		s_a|v_wa_j|a_R_#	s_a|v_o_y|a_r_ds	0.34	0.0
sax	saks	sax	NOM	NOM	m			s_a_ks	s_a_x	0.14	0.36
saxes	saks	saxe	NOM	NOM	m	p		s_a_ks_#	s_a_x_es	0.14	0.0
saxhorn	saksORn	saxhorn	NOM	NOM	m	s		s_a|ks_#_O_R_n	s_a|x_h_o_r_n	0.0	0.4
saxifragacées	saksifRagase	saxifragacée	NOM	NOM	f	p		s_a|ks_i|f_R_a|g_a|s_e_#	s_a|x_i|f_r_a|g_a|c_é_es	0.07	0.0
saxifrage	saksifRaZ	saxifrage	NOM	NOM	f	s		s_a|ks_i|f_R_a_Z	s_a|x_i|f_r_a_ge	0.07	0.0
saxifrages	saksifRaZ	saxifrage	NOM	NOM	f	p		s_a|ks_i|f_R_a_Z_#	s_a|x_i|f_r_a_g_es	0.07	0.0
saxo	sakso	saxo	NOM	NOM	m	s		s_a|ks_o	s_a|x_o	0.81	0.72
saxon	saks§	saxon	ADJ	ADJ,NOM	m	s		s_a|ks_§	s_a|x_on	0.27	0.19
saxon	saks§	saxon	NOM	ADJ,NOM	m	s		s_a|ks_§	s_a|x_on	0.0	0.01
saxonne	saksOn	saxon	ADJ	ADJ	f	s		s_a|ks_O_n_#	s_a|x_o_nn_e	0.2	0.11
saxonnes	saksOn	saxonne	NOM	ADJ,NOM	f	p		s_a|ks_O_n_#	s_a|x_o_nn_es	0.0	0.1
saxonnes	saksOn	saxon	ADJ	ADJ,NOM	f	p		s_a|ks_O_n_#	s_a|x_o_nn_es	0.07	0.06
saxons	saks§	saxon	ADJ	ADJ,NOM	m	p		s_a|ks_§_#	s_a|x_on_s	0.27	0.04
saxons	saks§	saxon	NOM	ADJ,NOM	m	p		s_a|ks_§_#	s_a|x_on_s	0.0	0.02
saxophone	saksofOn	saxophone	NOM	NOM	m	s		s_a|ks_o|f_O_n_#	s_a|x_o|ph_o_n_e	1.22	1.3
saxophones	saksofOn	saxophone	NOM	NOM	m	p		s_a|ks_o|f_O_n_#	s_a|x_o|ph_o_n_es	0.07	0.02
saxophoniste	saksofonist	saxophoniste	NOM	NOM		s		s_a|ks_o|f_o|n_i_s_t_#	s_a|x_o|ph_o|n_i_s_t_e	0.14	0.41
saxophonistes	saksofonist	saxophoniste	NOM	NOM		p		s_a|ks_o|f_o|n_i_s_t_#	s_a|x_o|ph_o|n_i_s_t_es	0.0	0.04
saxos	sakso	saxo	NOM	NOM	m	p		s_a|ks_o_#	s_a|x_o_s	0.2	0.01
saynète	sEnEt	saynète	NOM	NOM	f	s		s_E|n_E_t_#	s_ay|n_è_t_e	0.47	0.06
saynètes	sEnEt	saynète	NOM	NOM	f	p		s_E|n_E_t_#	s_ay|n_è_t_es	0.27	0.04
sayon	sEj§	sayon	NOM	NOM	m	s		s_Ej|§	s_ay|on	0.14	0.0
saï	sai	saï	NOM	NOM	m	s		s_a|i	s_a|ï	0.47	0.01
sbire	sbiR	sbire	NOM	NOM	m	s		s_b_i_R_#	s_b_i_r_e	0.07	0.43
sbires	sbiR	sbire	NOM	NOM	m	p		s_b_i_R_#	s_b_i_r_es	1.55	0.92
scabieuse	skabj2z	scabieux	ADJ	ADJ	f	s		s_k_a|b_j_2_z_#	s_c_a|b_i_eu_s_e	0.14	0.0
scabreuse	skabR2z	scabreux	ADJ	ADJ	f	s		s_k_a|b_R_2_z_#	s_c_a|b_r_eu_s_e	0.27	0.03
scabreuses	skabR2z	scabreux	ADJ	ADJ	f	p		s_k_a|b_R_2_z_#	s_c_a|b_r_eu_s_es	0.14	0.24
scabreux	skabR2	scabreux	ADJ	ADJ	m			s_k_a|b_R_2_#	s_c_a|b_r_eu_x	1.08	0.28
